experiment,video_name,step,agent,horizon,state,qvalues,best_action,use_figures,handle_deadlocks,check_safety,init_mode,temporal_init_mode,deadlock_init_mode,deadlock_protocole,with_stay
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,2,"(np.int64(6), np.int64(3))","[-2.831406311055969, -5.278130413788855, -500.9900000744309, -4.4711475075570775, -1.9999999999999991]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,2,"(np.int64(5), np.int64(2))","[-7.142773774743873, -13.863144110671886, -4.4711475075570775, -6.777696260159724, -5.278130413788855]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,1,"(np.int64(4), np.int64(3))","[-6.167084821869708, -4.900995010000003, -3.8030922740692694, -8.071346025206338, -3.7685854710360323]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,1,"(5, 3)","[-3.8030922740692694, -6.167084821869708, -2.979999974887394, -5.426436079752559, -3.9799999495211265]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,1,"(np.int64(5), np.int64(4))","[-3.9799999495211265, -3.7685854710360323, -0.9999999999999996, -3.8030922740692694, -0.9999999999999996]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,1,"(np.int64(6), np.int64(3))","[-2.979999974887394, -3.8030922740692694, -500.99000000000024, -3.8030922756185794, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,1,"(np.int64(5), np.int64(2))","[-5.426436079752559, -8.071346025206338, -3.8030922756185794, -6.883714430976708, -3.8030922740692694]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,4,"(np.int64(4), np.int64(3))","[-3.940399047253761, -4.900995010000003, -4.832958401498438, -7.606551744859278, -2.970099999999997]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,4,"(5, 3)","[-4.832958401498438, -3.940399047253761, -1.9899999999999984, -7.2899759589057265, -1.9899999999999984]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,4,"(np.int64(5), np.int64(4))","[-1.9899999999999984, -2.970099999999997, -0.9999999999999996, -4.832958401498438, -0.9999999999999996]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,4,"(np.int64(6), np.int64(3))","[-1.9899999999999984, -4.832958401498438, -500.9900000248615, -4.894035979835212, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,0,4,"(np.int64(5), np.int64(2))","[-7.2899759589057265, -7.606551744859278, -4.894035979835212, -7.3981903292204, -4.832958401498438]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,3,"(np.int64(2), np.int64(3))","[-11.645901229774678, -11.210771045749418, -10.809452000533872, -8.321334660815818, -9.39055887685301]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,3,"(np.int64(1), np.int64(2))","[-9.667310014256023, -500.9900004488899, -8.236852304117075, -8.464431322633756, -11.055379327047088]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,3,"(np.int64(2), np.int64(1))","[-7.331084970846756, -8.705098685870652, -6.301101819858548, -500.99000028290845, -8.43992300223956]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,3,"(2, 2)","[-8.181317448498238, -9.700288627407328, -8.5302566518192, -7.119833189749062, -11.538716051939748]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,3,"(np.int64(3), np.int64(2))","[-8.404449367850777, -8.084388837719489, -7.444476562006994, -6.123429741857441, -10.588868529433588]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,2,"(np.int64(2), np.int64(3))","[-10.238121314207667, -10.362820353991808, -11.570575446483272, -9.048634857851564, -8.651565850963483]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,2,"(np.int64(1), np.int64(2))","[-10.154483781075896, -500.990000107873, -9.048634857851564, -8.500872055359348, -10.362820353991808]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,2,"(np.int64(2), np.int64(1))","[-8.238090801659954, -8.500872055359348, -6.978381529612694, -500.9900001331765, -9.048634857851564]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,2,"(2, 2)","[-9.048634857851564, -10.154483781075896, -8.06219544443886, -8.238090801659954, -10.238121314207667]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,2,"(np.int64(3), np.int64(2))","[-8.06219544443886, -9.048634857851564, -9.271328399751862, -6.978381529612694, -11.570575446483272]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,1,"(np.int64(2), np.int64(3))","[-9.565050227072891, -9.932338989307146, -3.9403991640937863, -9.981573452481799, -5.851985154003971]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,1,"(np.int64(1), np.int64(2))","[-9.415863319238325, -500.99000000000024, -9.981573452481799, -9.155709877079765, -9.932338989307146]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,1,"(np.int64(2), np.int64(1))","[-7.908597638024912, -9.155709877079765, -3.940398999999995, -500.99000000000024, -9.981573452481799]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,1,"(2, 2)","[-9.981573452481799, -9.415863319238325, -8.908597563679045, -7.908597638024912, -9.565050227072891]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,1,"(np.int64(3), np.int64(2))","[-8.908597563679045, -9.981573452481799, -1.9899999999999984, -3.940398999999995, -3.9403991640937863]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,4,"(np.int64(2), np.int64(3))","[-10.929817122506744, -8.802157323833582, -10.40937557974243, -8.502732755801562, -9.561792538577752]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,4,"(np.int64(1), np.int64(2))","[-8.802157300190563, -500.9900000979641, -8.502732755801562, -8.502732804291366, -8.802157323833582]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,4,"(np.int64(2), np.int64(1))","[-4.900995009999992, -8.502732804291366, -3.940398999999995, -500.9900000979641, -8.502732755801562]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,4,"(2, 2)","[-8.502732755801562, -8.802157300190558, -2.970099999999997, -4.900995009999992, -10.929817122506744]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,1,4,"(np.int64(3), np.int64(2))","[-2.970099999999997, -8.502732755801562, -1.9899999999999984, -3.940398999999995, -10.40937557974243]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,3,"(np.int64(4), np.int64(5))","[-3.890333556923126, -2.9102335569231266, -5.547866149931821, -7.35936794532532, -1.9899999999999984]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,3,"(5, 5)","[-5.561080368554078, -3.890333556923126, -6.329759683095648, -7.0645403592697695, -3.890333556923126]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,3,"(np.int64(5), np.int64(6))","[-3.9054891811077317, -1.9899999999999984, -4.730020421974098, -5.640922663216769, -500.9900003013378]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,3,"(np.int64(6), np.int64(5))","[-6.284223390686842, -5.545048767148512, -500.99000000000024, -7.611174495604825, -4.648929780668175]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,3,"(np.int64(5), np.int64(4))","[-7.249206021689761, -7.57156849689863, -7.848579587696124, -10.378336895592438, -5.686247760897596]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,2,"(np.int64(4), np.int64(5))","[-2.970099999999997, -1.9899999999999984, -5.8514302213538905, -5.796664679950368, -1.9899999999999984]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,2,"(5, 5)","[-5.8514302213538905, -2.970099999999997, -5.602440482861489, -7.629385283288617, -2.970099999999997]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,2,"(np.int64(5), np.int64(6))","[-2.970099999999997, -1.9899999999999984, -4.8514302213538905, -5.8514302213538905, -500.99000021753]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,2,"(np.int64(6), np.int64(5))","[-5.602440482861489, -5.8514302213538905, -500.99000000000024, -8.275875571388234, -4.8514302213538905]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,2,"(np.int64(5), np.int64(4))","[-7.629385283288617, -5.796664679950368, -8.275875571388234, -8.969112252190182, -5.8514302213538905]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,1,"(np.int64(4), np.int64(5))","[-2.970099999999997, -1.9899999999999984, -3.940398999999995, -3.9403989999999984, -1.9899999999999984]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,1,"(5, 5)","[-3.940398999999995, -2.970099999999997, -5.802915896261984, -7.7386979611689295, -2.970099999999997]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,1,"(np.int64(5), np.int64(6))","[-2.970099999999997, -1.9899999999999984, -3.940398999999995, -3.940398999999995, -500.99000000000024]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,1,"(np.int64(6), np.int64(5))","[-5.802915896261984, -3.940398999999995, -500.99000000000024, -6.546416060417752, -3.940398999999995]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,1,"(np.int64(5), np.int64(4))","[-7.7386979611689295, -3.9403989999999984, -6.546416060417752, -5.851985059900006, -3.940398999999995]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,4,"(np.int64(4), np.int64(5))","[-2.970099999999997, -1.9899999999999984, -3.940398999999995, -3.9403989999999984, -1.9899999999999984]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,4,"(5, 5)","[-3.940398999999995, -2.970099999999997, -4.900995009999992, -4.900995009999999, -2.970099999999997]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,4,"(np.int64(5), np.int64(6))","[-2.970099999999997, -1.9899999999999984, -3.940398999999995, -3.940398999999995, -500.9900000494743]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,4,"(np.int64(6), np.int64(5))","[-4.900995009999992, -3.940398999999995, -500.99000000000024, -5.851985059899988, -3.940398999999995]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,2,4,"(np.int64(5), np.int64(4))","[-4.900995009999999, -3.9403989999999984, -5.851985059899988, -5.851985059900006, -3.940398999999995]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,3,"(np.int64(3), np.int64(3))","[-8.715805536151908, -5.605894984398064, -12.771676439007548, -5.498494001419477, -12.019257402484346]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,3,"(np.int64(2), np.int64(2))","[-1.9202335569231275, -3.4066174961379696, -5.449239667040747, 0.0, -5.570341617457863]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,3,"(np.int64(3), np.int64(1))","[-1.9015229097816388, 0.0, -5.319695752069261, -500.9900002488124, -5.306809230396638]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,3,"(3, 2)","[-5.290660368471473, -1.8905810108684877, -7.917835753396024, -1.8905810108684877, -8.43136531761769]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,3,"(np.int64(4), np.int64(2))","[-8.474847100189752, -5.487077205535816, -10.730645287026599, -5.461549969269797, -12.865398062272948]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,2,"(np.int64(3), np.int64(3))","[-9.443509061405276, -3.846265679950376, -10.246866024042788, -3.8716752007598005, -7.389164439107725]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,2,"(np.int64(2), np.int64(2))","[-1.9999999999999991, -3.7283552829954267, -3.8716752007598005, 0.0, -3.846265679950376]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,2,"(np.int64(3), np.int64(1))","[-1.9999999999999991, 0.0, -2.8148959011732995, -500.9900000729997, -3.8716752007598005]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,2,"(3, 2)","[-3.8716752007598005, -1.9999999999999991, -9.406934469577092, -1.9999999999999991, -9.443509061405276]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,2,"(np.int64(4), np.int64(2))","[-9.406934469577092, -3.8716752007598005, -7.643952648527314, -2.8148959011732995, -10.246866024042788]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,1,"(np.int64(3), np.int64(3))","[-4.807803090403788, -2.9800000253662655, -7.7255305502919835, -3.9799999495211265, -6.286934283835735]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,1,"(np.int64(2), np.int64(2))","[-1.9999999746337325, -1.9899999999999984, -3.9799999495211265, 0.0, -2.9800000253662655]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,1,"(np.int64(3), np.int64(1))","[-0.9999999999999996, 0.0, -2.979999974887394, -500.9899999999998, -3.9799999495211265]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,1,"(3, 2)","[-3.9799999495211265, -1.9999999746337325, -3.7867469704258796, -0.9999999999999996, -4.807803090403788]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,1,"(np.int64(4), np.int64(2))","[-3.7867469704258796, -3.9799999495211265, -5.851985011410188, -2.979999974887394, -7.7255305502919835]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,4,"(np.int64(3), np.int64(3))","[-7.459076675795533, -3.9799999495211265, -7.452885352026351, -1.9899999999999984, -7.70280844396753]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,4,"(np.int64(2), np.int64(2))","[-0.9999999999999996, -1.9899999999999984, -1.9899999999999984, 0.0, -3.9799999495211265]",3,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,4,"(np.int64(3), np.int64(1))","[-0.9999999999999996, 0.0, -1.9899999999999984, -500.9899999999998, -1.9899999999999984]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,4,"(3, 2)","[-1.9899999999999984, -0.9999999999999996, -4.9009949610203964, -0.9999999999999996, -7.459076675795533]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,12,3,4,"(np.int64(4), np.int64(2))","[-4.9009949610203964, -1.9899999999999984, -3.940398999999995, -1.9899999999999984, -7.452885352026351]",1,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,3,"(np.int64(6), np.int64(2))","[-3.6601564191710225, -5.661035871305064, -500.99000000000024, -5.623816425559016, -2.7558131333987483]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,3,"(np.int64(5), np.int64(3))","[-4.650121802190345, -7.93782559115494, -2.831516835785993, -5.647596562469111, -3.7511983287137283]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,3,"(6, 3)","[-2.8072952796406794, -4.683138387272719, -500.99000000000024, -3.653887330943885, -1.9418502629969598]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,3,"(np.int64(6), np.int64(4))","[-1.9418502629969598, -3.739660795778588, -500.9900003925401, -2.808526490457624, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,3,"(np.int64(7), np.int64(3))","[-500.9899999999998, -2.854756632233693, -1.0000000000000027, -500.9899999999998, -500.990000353965]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,2,"(np.int64(6), np.int64(2))","[-3.7282550020647625, -4.655468447557766, -500.99000000000024, -4.615189367041278, -2.922431760366992]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,2,"(np.int64(5), np.int64(3))","[-3.803201667428131, -6.112786961413981, -2.922431760366992, -4.655468447557766, -3.8314063110559724]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,2,"(6, 3)","[-2.922431760366992, -3.803201667428131, -500.99000000000024, -3.7282550020647625, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,2,"(np.int64(6), np.int64(4))","[-0.9999999999999996, -3.8314063110559724, -500.9900001695828, -2.922431760366992, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,2,"(np.int64(7), np.int64(3))","[-500.9899999999998, -2.922431760366992, -1.0000000000000009, -500.9899999999998, -500.9900001695828]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,1,"(np.int64(6), np.int64(2))","[-3.893207440477437, -4.690972470700082, -500.99000000000024, -4.690972470700082, -1.9900000251126035]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,1,"(np.int64(5), np.int64(3))","[-3.893207440477437, -4.046568186831797, -1.9900000251126035, -4.690972470700082, -1.9900000504788704]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,1,"(6, 3)","[-1.9900000251126035, -3.893207440477437, -500.99000000000024, -3.893207440477437, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,1,"(np.int64(6), np.int64(4))","[-0.9999999999999996, -1.9900000504788704, -500.9899999999998, -1.9900000251126035, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,1,"(np.int64(7), np.int64(3))","[-500.9899999999998, -1.9900000251126035, -1.0000000000000009, -500.9899999999998, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,4,"(np.int64(6), np.int64(2))","[-3.8030922756185794, -5.426436079752559, -500.99000000000024, -5.426436079752559, -2.979999974887394]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,4,"(np.int64(5), np.int64(3))","[-3.8030922740692694, -6.167084821869708, -2.979999974887394, -5.426436079752559, -3.9799999495211265]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,4,"(6, 3)","[-2.979999974887394, -3.8030922740692694, -500.99000000000024, -3.8030922756185794, -0.9999999999999996]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,4,"(np.int64(6), np.int64(4))","[-0.9999999999999996, -3.9799999495211265, -500.9899999999998, -2.979999974887394, 0.0]",4,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,0,4,"(np.int64(7), np.int64(3))","[-500.9899999999998, -2.979999974887394, -1.0000000000000329, -500.9899999999998, -500.9899999999998]",2,True,True,True,Qstar,Qstar,Zeros,random,True
2,safety_full_comparison_k3_L500_use_T_handT_checT_initQs_tempQs_deadZe_deadra_withT.mp4,13,1,3,"(2, 1)","[-7.6806688056457055, -9.084337729530874, -6.812489013669261, -500.99000000000024, -8.944014667284963]",2,True,True,True,Qstar,Qstar,Zeros,random,True
